FechayHora	P2_Hs	P6_Hs
36951.75	0.54	1.07
36952	2	2.61
36952.25	2.24	3.8
36952.5	2.21	3.58
36952.75	2.27	3.3
36953	1.54	1.99
36953.25	0.88	1.44
36953.5	0.35	0.79
36953.75	0.36	0.72
36954	0.76	0.98
36954.25	0.77	0.98
36954.5	1.01	1.23
36954.75	1.12	1.4
36955	0.56	0.7
36955.25	0.6	1.29
36955.5	0.56	0.91
36955.75	0.64	0.97
36956	1.77	1.93
36956.25	1.44	1.88
36956.5	1.53	1.82
36956.75	1.33	1.58
36957	0.77	1.07
36957.25	1.71	2.2
36957.5	0.95	1.44
36957.75	0.72	1.19
36958	0.47	0.77
36958.25	1.05	1.35
36958.5	1.01	1.18
36958.75	0.44	0.74
36959	0.7	1.32
36959.25	0.87	1.26
36959.5	1.03	1.53
36959.75	1.22	1.79
36960	1.27	1.85
36960.25	1.81	2.3
36960.5	1.92	2.21
36960.75	1.48	1.67
36961	1.34	1.59
36961.25	0.94	1.27
36961.5	0.86	1.28
36961.75	0.53	1.04
36962	0.49	0.7
36962.25	0.26	0.43
36962.5	0.27	0.41
36962.75	0.5	0.64
36963	0.6	0.75
36963.25	0.77	0.95
36963.5	0.89	1.16
36963.75	1.11	1.52
36964	1.02	1.43
36964.25	0.81	1.07
36964.5	0.77	1.16
36964.75	1.17	1.68
36965	1.22	1.64
36965.25	1.39	1.88
36965.5	0.95	1.51
36965.75	0.67	1.08
36966	0.08	0.25
36966.25	0.35	0.5
36966.5	0.45	0.58
36966.75	0.57	0.93
36967	0.7	1.24
36967.25	1.44	1.86
36967.5	1.12	1.65
36967.75	1.1	1.59
36968	1.27	1.6
36968.25	1.27	1.7
36968.5	1.31	1.68
36968.75	1.49	2
36969	2.19	2.35
36969.25	1.61	1.66
36969.5	1.76	1.83
36969.75	0.91	0.97
36970	1.47	1.52
36970.25	1.24	1.28
36970.5	0.83	0.85
36970.75	0.47	0.48
36971	0.48	0.51
36971.25	0.52	0.54
36971.5	0.52	0.55
36971.75	0.52	0.55
36972	0.61	0.71
36972.25	0.46	0.76
36972.5	0.67	0.87
36972.75	0.4	0.6
36973	0.4	0.51
36973.25	0.57	0.68
36973.5	0.46	0.7
36973.75	0.72	1.05
36974	0.02	0.09
36974.25	0.3	0.66
36974.5	0.57	0.77
36974.75	0.66	0.85
36975	0.45	0.57
36975.25	0.58	0.97
36975.5	0.71	1.03
36975.75	0.68	0.88
36976	0.7	0.82
36976.25	0.72	1.01
36976.5	0.58	0.82
36976.75	0.62	0.93
36977	0.53	0.86
36977.25	1.05	1.36
36977.5	0.37	0.74
36977.75	0.83	1.45
36978	0.62	0.91
36978.25	0.79	1.47
36978.5	0.6	1.27
36978.75	0.83	1.3
36979	0.76	0.97
36979.25	0.55	0.8
36979.5	0.77	1.55
36979.75	0.6	1.13
36980	0.38	0.78
36980.25	0.28	0.59
36980.5	0.4	0.71
36980.75	0.63	1.04
36981	0.52	0.69
36981.25	0.7	0.75
36981.5	0.53	0.52
36981.75	0.45	0.5
36982	0.39	0.43
36982.25	0.6	0.62
36982.5	0.75	0.76
36982.75	0.64	0.66
36983	0.76	0.8
36983.25	1	1.04
36983.5	0.98	1.01
36983.75	0.66	0.7
36984	0.86	0.88
36984.25	0.48	0.59
36984.5	0.52	0.9
36984.75	0.82	1.64
36985	0.51	0.97
36985.25	0.7	1.15
36985.5	1.37	2.26
36985.75	1.72	2.07
36986	1.28	1.38
36986.25	0.91	1.32
36986.5	0.96	1.52
36986.75	0.68	0.9
36987	0.48	0.53
36987.25	0.64	1.23
36987.5	0.91	1.49
36987.75	1.05	1.76
36988	1.98	2.31
36988.25	2.47	3.04
36988.5	1.86	2.04
36988.75	0.7	0.81
36989	0.36	0.45
36989.25	0.51	1.04
36989.5	0.57	0.96
36989.75	0.59	0.8
36990	0.68	0.96
36990.25	0.77	1.11
36990.5	0.82	1.24
36990.75	1.32	1.99
36991	1.42	2.22
36991.25	1.27	1.76
36991.5	1.7	2.33
36991.75	1.9	2.53
36992	1.96	2.1
36992.25	1.7	2.2
36992.5	1.08	1.51
36992.75	1.12	2.09
36993	1.11	1.97
36993.25	1.28	1.74
36993.5	1.05	1.58
36993.75	0.62	1.06
36994	0.02	0.09
36994.25	0.42	0.69
36994.5	0.49	0.68
36994.75	0.78	1.12
36995	0.5	0.81
36995.25	1.18	1.52
36995.5	1.35	1.72
36995.75	1.13	1.36
36996	0.29	0.4
36996.25	0.47	0.86
36996.5	0.23	0.41
36996.75	0.98	1.57
36997	0.73	1.12
36997.25	0.61	1.01
36997.5	1.17	1.44
36997.75	1.07	1.47
36998	0.68	0.93
36998.25	1.22	1.69
36998.5	0.99	1.26
36998.75	0.33	0.41
36999	0.84	0.89
36999.25	0.82	1.12
36999.5	0.58	0.75
36999.75	0.59	0.84
37000	0.58	0.77
37000.25	0.56	0.71
37000.5	0.49	0.63
37000.75	0.3	0.49
37001	0.49	0.71
37001.25	0.42	0.73
37001.5	1.16	1.53
37001.75	1.11	1.52
37002	1.7	1.93
37002.25	1.43	1.69
37002.5	0.44	0.53
37002.75	0.77	1.41
37003	1.38	1.86
37003.25	1.47	1.87
37003.5	1.11	1.32
37003.75	2.28	2.33
37004	1.88	1.93
37004.25	3	3.08
37004.5	2.77	2.85
37004.75	1.78	1.84
37005	1.12	1.17
37005.25	0.97	1.41
37005.5	0.89	1.61
37005.75	0.35	0.63
37006	0.43	0.6
37006.25	0.37	0.83
37006.5	0.9	1.16
37006.75	1.24	1.37
37007	1.45	1.64
37007.25	1.5	1.65
37007.5	1.47	1.77
37007.75	1.12	1.2
37008	1.38	1.38
37008.25	2.5	2.57
37008.5	3.17	3.34
37008.75	2.22	2.32
37009	2.05	2.12
37009.25	1.77	1.96
37009.5	1.55	1.83
37009.75	1.41	2.01
37010	1.41	1.68
37010.25	1.49	1.8
37010.5	1.15	1.56
37010.75	1.02	1.43
37011	0.88	1.16
37011.25	1.13	1.47
37011.5	0.02	0.03
37011.75	0.85	1.29
37012	2.22	2.2
37012.25	1.6	1.6
37012.5	1.03	1.19
37012.75	0.84	1.03
37013	1	1.22
37013.25	1.02	1.22
37013.5	1.05	1.22
37013.75	0.51	0.61
37014	0.53	0.63
37014.25	0.39	0.46
37014.5	0.32	0.76
37014.75	1.34	2.26
37015	0.91	1.59
37015.25	0.77	1.13
37015.5	0.57	0.72
37015.75	0.13	0.27
37016	0.65	0.74
37016.25	0.75	0.87
37016.5	1.2	1.37
37016.75	0.77	0.94
37017	0.85	1.01
37017.25	0.66	0.77
37017.5	0.57	0.66
37017.75	0.56	0.65
37018	0.62	0.74
37018.25	0.68	0.78
37018.5	0.64	0.67
37018.75	0.44	0.45
37019	0.5	0.59
37019.25	0.54	0.78
37019.5	0.75	0.98
37019.75	0.96	1.22
37020	1.16	1.41
37020.25	1.07	1.34
37020.5	1.14	1.46
37020.75	0.95	1.16
37021	1.03	1.28
37021.25	1.12	1.43
37021.5	1.25	1.41
37021.75	1.14	1.34
37022	1.02	1.22
37022.25	0.96	1.12
37022.5	0.93	1.15
37022.75	0.88	1.03
37023	0.85	1
37023.25	0.72	0.86
37023.5	0.71	0.81
37023.75	0	0.63
37024	0.57	0.69
37024.25	0.57	0.71
37024.5	0.56	0.7
37024.75	0.54	0.66
37025	0.68	0.83
37025.25	0.62	0.94
37025.5	0.86	1.2
37025.75	0.69	0.95
37026	1.1	1.5
37026.25	1.57	2.1
37026.5	1.48	1.94
37026.75	1.91	2.4
37027	1.72	2.23
37027.25	1.48	1.95
37027.5	1.61	2.01
37027.75	2.12	2.68
37028	1.77	2.26
37028.25	1.55	1.98
37028.5	1.21	1.5
37028.75	1.3	1.7
37029	0.97	1.34
37029.25	0.95	1.26
37029.5	0.9	1.18
37029.75	1.51	2.01
37030	1.57	2.07
37030.25	1.24	1.8
37030.5	1.12	1.64
37030.75	1.15	1.74
37031	0.91	1.57
37031.25	0.84	1.49
37031.5	0.64	1.25
37031.75	1.16	1.64
37032	1.21	1.76
37032.25	1.12	1.52
37032.5	1.13	1.52
37032.75	1.24	1.7
37033	1.12	1.48
37033.25	0.9	1.2
37033.5	1.63	2.28
37033.75	1.63	2.43
37034	1.34	1.81
37034.25	1.67	2.23
37034.5	1.05	1.53
37034.75	0.95	1.53
37035	1	1.63
37035.25	0.58	1.22
37035.5	0.34	0.57
37035.75	2.06	2.16
37036	2.21	2.67
37036.25	1.27	1.47
37036.5	1.46	1.89
37036.75	1.2	1.6
37037	1.07	1.49
37037.25	1.04	1.4
37037.5	1.33	1.67
37037.75	1.33	1.33
37038	1.58	1.68
37038.25	1.69	1.77
37038.5	1.36	1.5
37038.75	0.85	0.95
37039	0.63	0.83
37039.25	0.69	1.08
37039.5	1.32	1.9
37039.75	2.18	2.62
37040	1.69	2.04
37040.25	2.32	2.73
37040.5	1.07	1.81
37040.75	0.89	1.4
37041	0.55	1.06
37041.25	0.64	0.85
37041.5	0.57	0.89
37041.75	0.74	1.01
37042	0.95	1.22
37042.25	0.91	1.45
37042.5	0.96	1.96
37042.75	1.21	1.81
37043	0.96	1.38
37043.25	0.39	0.8
37043.5	1.07	1.48
37043.75	1.45	2.28
37044	1.32	2.03
37044.25	1.35	2.14
37044.5	0.99	1.68
37044.75	1.12	1.85
37045	1.13	1.8
37045.25	1.69	2.75
37045.5	1.88	2.69
37045.75	2.09	2.46
37046	1.03	1.3
37046.25	0.67	0.97
37046.5	0.84	1.14
37046.75	1	1.3
37047	1.4	1.59
37047.25	1.38	1.62
37047.5	1.23	1.32
37047.75	0.63	0.79
37048	0.2	0.42
37048.25	0.52	0.63
37048.5	0.82	0.87
37048.75	1.1	1.21
37049	0.8	0.94
37049.25	0.69	0.82
37049.5	0.78	0.9
37049.75	0.93	1.17
37050	0.95	1.09
37050.25	0.8	1.01
37050.5	0.74	1.04
37050.75	1.01	1.35
37051	0.39	0.93
37051.25	0.59	1.18
37051.5	1.08	1.74
37051.75	1.59	2.44
37052	1.67	2.27
37052.25	1.41	2.07
37052.5	1.06	1.81
37052.75	0.99	1.39
37053	0.76	0.93
37053.25	0.35	0.45
37053.5	0.35	0.48
37053.75	0.42	0.79
37054	0.31	0.45
37054.25	0.33	0.45
37054.5	0.31	0.41
37054.75	0.31	0.4
37055	0.3	0.36
37055.25	0.46	0.54
37055.5	0.49	0.63
37055.75	0.63	0.81
37056	0.71	0.84
37056.25	0.88	1.04
37056.5	1.24	1.37
37056.75	2.07	2.15
37057	1.5	1.57
37057.25	1.24	1.32
37057.5	1.08	1.21
37057.75	0.83	1.34
37058	0.95	1.14
37058.25	0.85	0.83
37058.5	0.96	0.96
37058.75	0.7	0.74
37059	0.68	0.73
37059.25	0.7	0.83
37059.5	0.45	0.64
37059.75	0.65	0.77
37060	0.38	0.64
37060.25	0.56	1.17
37060.5	0.73	1.18
37060.75	1.21	1.96
37061	1.28	1.81
37061.25	1.73	2.13
37061.5	1.86	2.09
37061.75	1.6	1.83
37062	1.74	1.85
37062.25	1.57	1.7
37062.5	1.6	1.78
37062.75	1.07	1.21
37063	0.92	1.01
37063.25	0.62	0.69
37063.5	0.97	1.18
37063.75	0.69	0.81
37064	1.25	1.29
37064.25	1.29	1.3
37064.5	1.12	1.12
37064.75	1.1	1.13
37065	1.54	1.59
37065.25	1.32	1.39
37065.5	1.28	1.33
37065.75	1.27	1.37
37066	1.5	1.67
37066.25	1.54	2.12
37066.5	1.82	2.47
37066.75	1.38	1.83
37067	1.16	1.5
37067.25	0.97	1.57
37067.5	1.44	1.94
37067.75	1.08	1.4
37068	1.46	1.76
37068.25	1.44	1.81
37068.5	1.44	1.51
37068.75	0.28	0.29
37069	0.22	0.58
37069.25	0.6	1.09
37069.5	0.46	0.67
37069.75	0.58	0.92
37070	1.42	1.69
37070.25	1.02	1.43
37070.5	0.89	1.43
37070.75	0.76	1.18
37071	0.44	0.88
37071.25	0.55	0.85
37071.5	0.52	0.74
37071.75	0.71	0.89
37072	0.62	0.8
37072.25	0.73	0.96
37072.5	0.75	0.94
37072.75	1.13	1.22
37073	1.59	1.65
37073.25	1.86	2.04
37073.5	1.59	1.77
37073.75	1.21	1.62
37074	1	1.42
37074.25	0.7	1.23
37074.5	0.49	0.93
37074.75	0.71	1.1
37075	0.54	0.91
37075.25	0.55	1.1
37075.5	0.94	0.96
37075.75	1.93	1.95
37076	1.54	1.59
37076.25	1.89	2.03
37076.5	1.84	2.05
37076.75	1.93	2.14
37077	1.69	1.88
37077.25	1.18	1.51
37077.5	1.05	1.52
37077.75	0.34	0.67
37078	0.57	0.73
37078.25	0.71	0.96
37078.5	1.19	1.39
37078.75	1.26	1.37
37079	2.39	2.47
37079.25	2.7	2.81
37079.5	2.68	2.8
37079.75	2.24	2.33
37080	1.7	1.76
37080.25	1.36	1.41
37080.5	1.04	1.08
37080.75	1.28	1.35
37081	1.23	1.3
37081.25	1.72	1.79
37081.5	2.26	2.42
37081.75	2.99	3.18
37082	3.46	3.65
37082.25	2.62	2.76
37082.5	2.42	2.52
37082.75	2.28	2.37
37083	1.8	1.86
37083.25	1.64	1.72
37083.5	1.32	1.37
37083.75	1.05	1.08
37084	0.87	0.92
37084.25	0.77	0.85
37084.5	0.7	0.74
37084.75	0.38	0.84
37085	0.56	0.91
37085.25	0.71	1.03
37085.5	1.21	1.46
37085.75	1.39	1.65
37086	1.76	1.92
37086.25	1.73	1.87
37086.5	1.65	1.75
37086.75	1.35	1.61
37087	1.17	1.48
37087.25	1.53	1.54
37087.5	1.9	1.92
37087.75	2.19	2.23
37088	1.27	1.32
37088.25	1.18	1.61
37088.5	1.64	1.88
37088.75	2.12	2.15
37089	1.53	1.62
37089.25	2.27	2.35
37089.5	1.67	1.71
37089.75	1.49	1.49
37090	1.15	1.17
37090.25	1.46	1.53
37090.5	1.39	1.52
37090.75	0.98	1.02
37091	1.04	1.08
37091.25	0.81	0.87
37091.5	0.71	0.68
37091.75	0.53	0.59
37092	0.64	0.84
37092.25	0.57	0.74
37092.5	0.94	1.12
37092.75	0.62	0.63
37093	0.37	0.37
37093.25	0.38	0.39
37093.5	0.47	0.49
37093.75	0.73	0.8
37094	0.8	1.04
37094.25	1.02	1.22
37094.5	1.37	1.36
37094.75	0.67	0.69
37095	0.78	0.83
37095.25	0.82	1
37095.5	0.39	0.71
37095.75	0.4	0.82
37096	0.48	0.95
37096.25	0.52	0.75
37096.5	0.6	0.82
37096.75	0.58	0.7
37097	0.51	0.64
37097.25	0.47	0.65
37097.5	0.72	0.84
37097.75	0.59	0.62
37098	0.74	0.94
37098.25	1	1.7
37098.5	1.08	1.57
37098.75	1.19	1.38
37099	0.8	0.92
37099.25	0.39	0.44
37099.5	0.34	0.47
37099.75	0.48	1
37100	0.29	0.45
37100.25	0.55	0.67
37100.5	0.82	0.89
37100.75	1.95	2.18
37101	2.19	2.44
37101.25	2.54	2.92
37101.5	3.34	3.88
37101.75	2.69	3.06
37102	2.27	2.65
37102.25	2.02	2.36
37102.5	1.3	1.66
37102.75	1.35	1.6
37103	1.09	1.23
37103.25	1.07	1.24
37103.5	1.22	1.54
37103.75	0.96	1.15
37104	0.95	1.12
37104.25	0.92	1.19
37104.5	0.83	1
37104.75	0.8	0.94
37105	0.74	0.86
37105.25	0.86	1.05
37105.5	0.79	1.02
37105.75	0.77	0.98
37106	0.88	0.98
37106.25	1.02	1.38
37106.5	1.51	1.8
37106.75	1.07	1.13
37107	0.75	1.12
37107.25	0.51	0.78
37107.5	0.54	0.96
37107.75	0.33	0.72
37108	0.78	1.43
37108.25	1.61	2.57
37108.5	1.37	2
37108.75	1.12	1.57
37109	0.97	1.3
37109.25	0.72	1.12
37109.5	0.59	1.09
37109.75	0.45	0.76
37110	0.69	1.11
37110.25	0.7	1.17
37110.5	0.7	0.98
37110.75	0.89	1.02
37111	1.05	1.08
37111.25	0.98	1.05
37111.5	1.13	1.13
37111.75	0.6	0.63
37112	0.73	0.81
37112.25	0.57	0.69
37112.5	0.56	0.79
37112.75	0.4	0.5
37113	0.37	0.54
37113.25	0.29	0.47
37113.5	0.13	0.21
37113.75	0.11	0.19
37114	0.19	0.25
37114.25	0.28	0.37
37114.5	0.36	0.46
37114.75	0.61	0.97
37115	0.58	0.88
37115.25	0.57	0.99
37115.5	0.51	0.78
37115.75	0.57	0.82
37116	0.54	0.92
37116.25	0.55	0.76
37116.5	0.58	0.71
37116.75	0.58	0.6
37117	0.61	0.69
37117.25	0.73	1.15
37117.5	0.81	1.47
37117.75	0.77	1.53
37118	1.58	1.86
37118.25	1.26	1.72
37118.5	1.11	1.76
37118.75	1.16	1.89
37119	0.75	1.5
37119.25	1.24	2.37
37119.5	0.85	1.41
37119.75	0.59	0.97
37120	0.37	0.81
37120.25	0.58	1.05
37120.5	1.07	1.84
37120.75	1.15	1.92
37121	1.09	1.21
37121.25	0.23	0.43
37121.5	0.7	0.89
37121.75	0.64	0.85
37122	0.52	0.87
37122.25	0.55	1.05
37122.5	0.95	1.64
37122.75	0.77	1.12
37123	0.62	0.93
37123.25	1.27	1.74
37123.5	1.32	1.91
37123.75	1.47	2.35
37124	1.26	1.98
37124.25	1.12	1.52
37124.5	1.29	1.96
37124.75	0.82	1.69
37125	0.91	1.83
37125.25	1.22	2.24
37125.5	0.65	1.15
37125.75	0.45	0.93
37126	0.46	1
37126.25	0.57	0.8
37126.5	0.51	0.75
37126.75	0.72	1.2
37127	0.58	0.82
37127.25	0.64	0.92
37127.5	0.73	1.1
37127.75	0.58	0.83
37128	0.32	0.49
37128.25	0.39	0.49
37128.5	0.15	0.26
37128.75	0.28	0.37
37129	0.79	0.89
37129.25	1.61	1.7
37129.5	2.83	3.1
37129.75	1.78	2.01
37130	1.54	1.77
37130.25	1.58	1.75
37130.5	0.96	1.02
37130.75	1.15	1.21
37131	0.9	1.05
37131.25	0.89	1.3
37131.5	0.61	0.92
37131.75	0.28	0.63
37132	0.52	0.69
37132.25	0.53	0.65
37132.5	1.01	1.1
37132.75	1.18	1.3
37133	1.13	1.32
37133.25	1.21	1.51
37133.5	1.12	1.59
37133.75	1.16	1.65
37134	1.15	1.61
37134.25	1	1.43
37134.5	0.85	1.15
37134.75	1.22	1.57
37135	0.78	1.15
37135.25	0.82	1.68
37135.5	1.01	1.93
37135.75	0.86	1.16
37136	0.75	0.98
37136.25	0.78	1.23
37136.5	0.9	1.27
37136.75	1.01	1.36
37137	1.12	1.45
37137.25	1.04	1.35
37137.5	1.56	1.85
37137.75	0.8	1.08
37138	1.03	1.07
37138.25	0.64	0.87
37138.5	0.9	1.07
37138.75	0.85	1.14
37139	0.63	0.86
37139.25	0.93	1.29
37139.5	0.8	1.16
37139.75	0.37	0.47
37140	0.04	0.1
37140.25	0.42	0.52
37140.5	0.32	0.43
37140.75	0.37	0.49
37141	0.4	0.52
37141.25	0.44	0.67
37141.5	0.48	0.64
37141.75	0.55	0.77
37142	0.63	0.81
37142.25	0.7	1.03
37142.5	0.58	0.81
37142.75	0.73	0.99
37143	1.45	1.61
37143.25	0.72	1.14
37143.5	1.08	1.78
37143.75	1.09	1.68
37144	0.84	1.15
37144.25	1.92	2.39
37144.5	2.8	2.91
37144.75	2.74	2.87
37145	1.26	1.31
37145.25	1.29	1.35
37145.5	1.91	2.07
37145.75	1.7	1.85
37146	1.43	1.58
37146.25	1.2	1.26
37146.5	1.01	1.06
37146.75	0.89	0.93
37147	0.75	0.8
37147.25	0.67	0.83
37147.5	0.53	0.86
37147.75	0.41	0.65
37148	0.25	0.51
37148.25	0.85	1.41
37148.5	1.91	1.87
37148.75	1	1.02
37149	0.76	0.79
37149.25	0.88	0.94
37149.5	0.52	1.13
37149.75	1.2	1.5
37150	0.59	0.68
37150.25	0.99	1.02
37150.5	0.42	0.48
37150.75	0.22	0.23
37151	0.54	0.64
37151.25	0.44	0.59
37151.5	0.55	0.69
37151.75	0.72	0.98
37152	0.72	0.96
37152.25	0.95	1.19
37152.5	0.79	0.98
37152.75	1.27	1.41
37153	0.43	0.48
37153.25	0.54	0.68
37153.5	0.53	0.77
37153.75	2.34	2.96
37154	2.5	3.22
37154.25	1.82	2.38
37154.5	0.87	1.4
37154.75	0.53	1.08
37155	0.57	1.04
37155.25	1.24	1.73
37155.5	0.91	1.16
37155.75	0.51	0.69
37156	0.38	0.46
37156.25	0.52	0.69
37156.5	0.45	0.62
37156.75	0.38	0.52
37157	0.31	0.41
37157.25	0.34	0.42
37157.5	0.34	0.42
37157.75	0.37	0.45
37158	0.4	0.48
37158.25	0.43	0.53
37158.5	0.45	0.55
37158.75	0.45	0.54
37159	0.44	0.53
37159.25	0.44	0.53
37159.5	0.45	0.54
37159.75	0.54	0.66
37160	0.52	0.69
37160.25	0.79	1.12
37160.5	1.01	1.45
37160.75	1.17	1.58
37161	1.27	1.69
37161.25	1.13	1.51
37161.5	1.21	1.58
37161.75	1.08	1.37
37162	1.01	1.27
37162.25	0.94	1.17
37162.5	0.93	1.15
37162.75	0.99	1.23
37163	0.93	1.19
37163.25	0.83	1.11
37163.5	0.63	0.81
37163.75	0.63	0.95
37164	0.62	0.89
37164.25	0.52	0.68
37164.5	0.49	0.64
37164.75	0.55	0.71
37165	0.62	0.77
37165.25	1.03	1.02
37165.5	0.7	0.8
37165.75	0.6	0.7
37166	0.53	0.63
37166.25	0.54	0.68
37166.5	0.57	0.71
37166.75	0.59	0.86
37167	0.71	0.94
37167.25	0.8	0.97
37167.5	0.88	1.1
37167.75	1.28	1.61
37168	1.26	1.49
37168.25	1.33	1.52
37168.5	1.29	1.46
37168.75	1.25	1.41
37169	1.23	1.38
37169.25	1.25	1.4
37169.5	1.27	1.45
37169.75	1.36	1.56
37170	1.36	1.54
37170.25	1.26	1.42
37170.5	1.23	1.38
37170.75	1.19	1.34
37171	1.15	1.31
37171.25	1.11	1.27
37171.5	1.16	1.38
37171.75	1.14	1.37
37172	0.96	1.19
37172.25	0.92	1.11
37172.5	0.87	1.02
37172.75	0.86	1.09
37173	1.15	1.52
37173.25	1.13	1.48
37173.5	1.21	1.59
37173.75	1.3	1.49
37174	0.31	0.46
37174.25	0.49	1.07
37174.5	0.51	0.91
37174.75	0.46	0.83
37175	0.66	0.97
37175.25	0.87	1.11
37175.5	0.96	1.18
37175.75	1.1	1.28
37176	1.23	1.39
37176.25	1.07	1.22
37176.5	1.07	1.25
37176.75	0.83	1.07
37177	0.83	1.03
37177.25	0.83	1.02
37177.5	0.86	1.17
37177.75	0.83	1.32
37178	0.76	0.96
37178.25	0.56	0.73
37178.5	0.51	0.72
37178.75	0.85	1.39
37179	1.19	1.83
37179.25	1.19	1.79
37179.5	0.94	1.33
37179.75	1.19	1.68
37180	1.3	1.69
37180.25	1.38	1.77
37180.5	1.45	1.85
37180.75	1.6	2.12
37181	1.58	1.93
37181.25	1.76	2.12
37181.5	1.5	1.8
37181.75	1.35	1.61
37182	1.3	1.65
37182.25	1.03	1.53
37182.5	0.93	1.55
37182.75	1.02	1.57
37183	0.88	1.2
37183.25	0.95	1.18
37183.5	1.09	1.27
37183.75	0.5	0.73
37184	0.59	0.83
37184.25	0.64	1.13
37184.5	0.57	1.18
37184.75	0.64	1.05
37185	0.42	0.72
37185.25	0.75	1.32
37185.5	0.63	0.87
37185.75	0.69	0.99
37186	0.65	0.81
37186.25	0.76	1.22
37186.5	0.99	1.48
37186.75	0.35	0.6
37187	0.87	1.32
37187.25	1.11	1.75
37187.5	0.77	1.14
37187.75	0.68	1.16
37188	0.78	1.22
37188.25	1.03	1.28
37188.5	1.09	1.42
37188.75	1.12	1.32
37189	1.49	1.6
37189.25	0.78	0.95
37189.5	0.78	1.27
37189.75	0.27	0.47
37190	0.07	0.2
37190.25	0.47	0.7
37190.5	0.58	0.88
37190.75	0.54	1.14
37191	0.42	0.74
37191.25	0.94	1.42
37191.5	0.9	0.98
37191.75	0.54	0.65
37192	0.58	0.63
37192.25	0.56	0.6
37192.5	0.92	1.07
37192.75	0.6	0.96
37193	0.76	0.94
37193.25	0.82	1.12
37193.5	0.69	0.94
37193.75	0.76	1.01
37194	0.6	0.79
37194.25	0.69	0.97
37194.5	0.69	0.92
37194.75	0.38	0.6
37195	0.36	0.57
37195.25	0.44	0.61
37195.5	0.44	0.58
37195.75	0.5	0.73
37196	0.43	0.56
37196.25	1.26	1.68
37196.5	0.94	1.29
37196.75	0.92	1.29
37197	0.76	1.05
37197.25	0.68	0.92
37197.5	0.6	0.78
37197.75	1.49	1.85
37198	1.14	1.4
37198.25	1.35	2.34
37198.5	1.31	1.9
37198.75	0.31	0.52
37199	0.65	1.22
37199.25	0.86	1.68
37199.5	0.7	1.28
37199.75	0.63	0.93
37200	0.55	0.78
37200.25	0.46	0.7
37200.5	0.46	0.73
37200.75	0.46	0.68
37201	0.45	0.74
37201.25	1.26	1.76
37201.5	1.3	1.72
37201.75	0.94	1.35
37202	0.59	0.85
37202.25	1	1.65
37202.5	0.79	0.98
37202.75	0.37	0.47
37203	0.31	0.44
37203.25	0.41	0.76
37203.5	0.51	1.04
37203.75	0.86	1.22
37204	0.38	0.52
37204.25	0.55	0.78
37204.5	0.38	0.53
37204.75	0.39	0.56
37205	0.29	0.5
37205.25	0.44	0.6
37205.5	0.58	0.76
37205.75	0.54	0.73
37206	0.56	0.87
37206.25	1.45	1.63
37206.5	0.52	0.63
37206.75	0.29	0.45
37207	0.04	0.14
37207.25	0.24	0.55
37207.5	0.28	0.48
37207.75	0.32	0.49
37208	0.44	0.58
37208.25	0.98	1.13
37208.5	1.15	1.41
37208.75	1.1	1.35
37209	1.09	1.37
37209.25	1.09	1.31
37209.5	1.1	1.37
37209.75	1.15	1.43
37210	0.93	1.06
37210.25	1.05	1.19
37210.5	0.65	0.86
37210.75	0.45	0.95
37211	0.38	0.65
37211.25	0.57	1.16
37211.5	0.42	0.8
37211.75	0.48	0.79
37212	0.27	0.48
37212.25	0.54	0.83
37212.5	0.59	0.93
37212.75	0.44	0.9
37213	0.38	0.65
37213.25	0.51	0.97
37213.5	0.31	0.64
37213.75	0.52	0.75
37214	0.36	0.69
37214.25	0.73	1.11
37214.5	1.01	1.4
37214.75	0.24	0.56
37215	0.7	1.25
37215.25	0.86	1.45
37215.5	0.7	1.08
37215.75	0.58	0.8
37216	0.09	0.21
37216.25	0.35	0.8
37216.5	0.76	1.34
37216.75	0.67	0.94
37217	0.4	0.45
37217.25	0.42	0.57
37217.5	1.13	1.16
37217.75	2.72	2.83
37218	3.55	3.74
37218.25	3.27	3.44
37218.5	2.75	2.87
37218.75	2.07	2.17
37219	1.91	1.98
37219.25	1.51	1.63
37219.5	1.26	1.5
37219.75	0.41	0.93
37220	1.24	1.84
37220.25	1.8	2.11
37220.5	0.53	0.74
37220.75	0.59	1.22
37221	0.55	1.15
37221.25	1.48	1.76
37221.5	1.51	1.72
37221.75	0.47	0.82
37222	0.43	0.94
37222.25	0.62	1.17
37222.5	0.55	1
37222.75	0.51	0.89
37223	0.6	0.74
37223.25	1.19	1.5
37223.5	1	1.28
37223.75	0.35	0.47
37224	0.24	0.55
37224.25	0.7	1.23
37224.5	0.69	1.2
37224.75	0.87	1.3
37225	0.25	0.49
37225.25	0.58	0.74
37225.5	0.67	0.92
37225.75	0.44	0.62
37226	0.35	0.52
37226.25	1.02	1.21
37226.5	0.89	0.95
37226.75	0.39	0.44
37227	0.38	0.49
37227.25	0.63	0.87
37227.5	0.39	0.49
37227.75	0.88	1.24
37228	0.65	0.88
37228.25	0.64	0.89
37228.5	0.94	1.43
37228.75	0.48	0.62
37229	0.04	0.13
37229.25	0.52	0.8
37229.5	0.74	1.27
37229.75	0.83	1.24
37230	0.36	0.54
37230.25	0.89	1.83
37230.5	0.78	1.12
37230.75	0.38	0.88
37231	0.19	0.38
37231.25	0.34	0.59
37231.5	0.62	1.15
37231.75	1.4	1.86
